customerID,gender,age,tenure_months,monthly_charges,total_charges,contract_type,internet_service,payment_method,has_dependents,has_partner,num_support_tickets,is_active_member,churn
C102790,Female,81,7,17.22,163.45,two years,None,Electronic check,1,0,1,0,0
C102791,Male,59,7,45.74,245.03,month-to-month,Fiber,Mailed check,1,1,1,1,1
C102792,Female,67,21,15.0,321.41,month-to-month,None,Electronic check,1,1,0,1,0
C102793,Female,38,6,39.48,312.78,one year,Fiber,Electronic check,1,1,1,0,1
C102794,Male,20,21,23.66,484.57,two years,DSL,Mailed check,0,0,0,1,0
C102795,Female,44,18,59.96,1026.97,month-to-month,Fiber,Electronic check,0,1,3,1,1
C102796,Female,76,35,33.83,1211.97,month-to-month,DSL,Electronic check,0,0,4,0,1
C102797,Female,26,24,36.7,950.96,two years,Fiber,Bank transfer,1,1,1,0,0
C102798,Female,54,9,20.94,133.02,one year,None,Credit card,1,0,1,0,0
C102799,Male,30,7,47.65,215.6,month-to-month,Fiber,Electronic check,0,0,4,1,0
C102800,Female,46,14,45.84,700.91,month-to-month,Fiber,Bank transfer,1,0,2,1,1
C102801,Male,27,40,18.34,776.42,month-to-month,None,Credit card,0,1,2,1,0
C102802,Female,67,29,42.09,1239.98,one year,Fiber,Electronic check,1,0,2,1,0
C102803,Male,72,7,46.49,235.44,month-to-month,Fiber,Bank transfer,0,0,4,0,1
C102804,Male,68,44,51.11,2278.67,one year,Fiber,Electronic check,1,0,2,1,0
C102805,Female,65,8,47.42,431.05,month-to-month,Fiber,Credit card,1,0,3,1,1
C102806,Male,33,13,17.06,329.65,one year,DSL,Electronic check,1,1,1,0,1
C102807,Male,53,10,52.93,515.22,month-to-month,Fiber,Electronic check,0,1,1,0,0
C102808,Female,25,23,35.23,818.17,two years,Fiber,Credit card,0,0,3,0,0
C102809,Male,43,9,25.39,120.86,month-to-month,DSL,Bank transfer,0,1,3,1,0
C102810,Female,51,17,23.51,448.02,month-to-month,None,Electronic check,1,1,0,0,0
C102811,Male,62,6,26.37,205.45,month-to-month,DSL,Credit card,0,0,1,0,0
C102812,Male,24,4,47.74,211.14,month-to-month,Fiber,Credit card,0,1,4,0,1
C102813,Female,72,19,20.21,443.39,month-to-month,None,Mailed check,0,1,1,0,0
C102814,Male,48,12,23.57,243.73,one year,DSL,Electronic check,0,1,0,1,1
C102815,Male,77,21,15.0,304.09,two years,None,Electronic check,0,1,0,0,0
C102816,Female,53,13,15.0,186.05,month-to-month,None,Credit card,0,0,1,1,0
C102817,Female,54,7,49.14,398.91,month-to-month,Fiber,Electronic check,0,0,2,0,1
C102818,Male,64,9,28.07,308.69,month-to-month,None,Electronic check,0,1,3,1,1
C102819,Female,72,59,48.15,2856.63,one year,Fiber,Electronic check,1,0,3,1,0
C102820,Female,28,25,48.12,1216.33,month-to-month,Fiber,Electronic check,0,0,1,1,0
C102821,Female,52,25,52.35,1336.32,month-to-month,Fiber,Mailed check,1,0,2,1,1
C102822,Male,20,21,53.14,1099.05,month-to-month,Fiber,Electronic check,0,1,2,0,0
C102823,Female,49,5,25.79,197.03,month-to-month,DSL,Electronic check,0,1,1,1,1
C102824,Female,72,13,36.29,449.12,month-to-month,DSL,Electronic check,0,0,1,0,0
C102825,Female,75,12,50.82,631.26,month-to-month,Fiber,Electronic check,1,1,2,1,0
C102826,Male,36,12,18.44,191.45,month-to-month,None,Electronic check,1,0,2,1,0
C102827,Female,43,11,22.95,299.82,one year,None,Electronic check,1,0,1,1,0
C102828,Female,54,28,15.0,415.02,month-to-month,None,Bank transfer,0,1,0,0,0
C102829,Male,44,17,19.12,428.38,one year,DSL,Electronic check,1,1,1,0,0
C102830,Female,29,13,53.21,685.38,month-to-month,Fiber,Electronic check,1,0,2,1,0
C102831,Female,38,10,43.37,480.57,two years,Fiber,Bank transfer,0,1,6,1,0
C102832,Male,45,10,33.23,300.81,one year,DSL,Bank transfer,0,1,2,1,0
C102833,Female,52,15,38.72,565.44,month-to-month,Fiber,Bank transfer,1,0,2,1,0
C102834,Male,79,4,44.29,175.07,two years,Fiber,Credit card,1,0,2,1,1
C102835,Female,54,8,15.0,137.57,month-to-month,None,Electronic check,1,1,1,0,0
C102836,Female,43,20,32.09,604.56,month-to-month,DSL,Electronic check,0,0,1,1,0
C102837,Female,62,21,15.0,286.46,one year,None,Electronic check,0,1,1,0,0
C102838,Male,69,11,19.25,216.21,one year,None,Electronic check,1,1,1,0,0
C102839,Female,46,6,48.82,312.87,month-to-month,Fiber,Credit card,1,0,2,0,1
C102840,Male,50,45,35.06,1575.66,month-to-month,DSL,Bank transfer,0,1,2,0,0
C102841,Female,32,5,25.86,120.33,month-to-month,DSL,Credit card,0,1,1,0,1
C102842,Female,75,10,19.59,129.56,month-to-month,None,Credit card,1,1,2,0,0
C102843,Male,76,10,20.96,234.66,two years,DSL,Credit card,1,0,0,1,0
C102844,Male,29,13,38.38,541.13,month-to-month,DSL,Electronic check,0,1,2,0,1
C102845,Male,41,12,15.0,228.06,two years,None,Credit card,1,0,1,0,1
C102846,Female,36,15,51.02,772.83,month-to-month,Fiber,Electronic check,1,1,2,1,1
C102847,Male,79,9,48.2,403.62,one year,Fiber,Electronic check,0,0,2,1,1
C102848,Male,22,22,25.43,543.39,two years,DSL,Mailed check,0,1,1,0,0
C102849,Male,31,20,46.87,945.17,one year,Fiber,Credit card,0,0,1,0,1
C102850,Male,39,23,15.0,344.06,month-to-month,None,Credit card,0,1,3,0,0
C102851,Male,55,9,33.14,256.02,month-to-month,DSL,Electronic check,1,1,3,0,1
C102852,Male,34,15,29.86,363.76,month-to-month,DSL,Credit card,0,0,2,1,0
C102853,Male,53,8,23.24,158.1,one year,DSL,Mailed check,0,0,0,0,0
C102854,Female,68,10,36.07,346.89,two years,Fiber,Bank transfer,1,1,4,1,0
C102855,Male,73,15,32.9,508.91,month-to-month,DSL,Electronic check,1,0,2,0,0
C102856,Female,24,9,22.56,182.56,month-to-month,None,Electronic check,0,0,1,0,0
C102857,Female,27,44,25.22,1097.2,month-to-month,DSL,Electronic check,1,1,0,1,1
C102858,Female,24,6,24.47,152.4,month-to-month,DSL,Credit card,0,1,1,0,1
C102859,Male,78,1,29.46,107.79,month-to-month,None,Credit card,0,0,1,1,1
C102860,Male,61,42,24.3,1012.41,month-to-month,None,Electronic check,0,1,3,1,0
C102861,Female,53,23,45.43,967.54,one year,Fiber,Electronic check,1,0,2,0,0
C102862,Female,70,5,23.03,80.93,month-to-month,None,Electronic check,1,0,1,0,0
C102863,Female,57,7,22.66,249.03,one year,DSL,Bank transfer,1,0,0,0,0
C102864,Male,33,6,49.14,366.53,month-to-month,Fiber,Mailed check,1,0,2,1,0
C102865,Male,52,12,30.11,408.27,month-to-month,DSL,Bank transfer,1,1,0,1,0
C102866,Male,65,2,49.82,134.72,one year,Fiber,Electronic check,0,0,4,0,0
C102867,Male,20,12,37.93,490.85,one year,Fiber,Electronic check,0,0,3,1,1
C102868,Female,58,5,15.0,63.05,month-to-month,None,Credit card,0,1,2,0,0
C102869,Male,51,36,18.88,722.91,one year,DSL,Bank transfer,0,0,0,1,0
C102870,Male,22,11,54.27,642.23,month-to-month,Fiber,Electronic check,1,1,2,1,0
C102871,Female,35,15,19.5,334.65,month-to-month,None,Electronic check,0,1,0,0,0
C102872,Female,48,7,35.42,218.0,two years,Fiber,Electronic check,0,0,2,1,0
C102873,Male,40,9,18.89,153.8,two years,DSL,Electronic check,1,0,2,1,1
C102874,Male,37,5,46.84,202.12,month-to-month,Fiber,Electronic check,1,0,3,0,1
C102875,Female,61,4,15.0,109.85,two years,DSL,Bank transfer,0,1,2,0,0
C102876,Female,45,15,51.3,784.68,one year,Fiber,Electronic check,0,0,1,0,0
C102877,Female,51,5,49.25,265.87,month-to-month,Fiber,Electronic check,0,1,4,0,1
C102878,Female,71,4,56.42,254.45,month-to-month,Fiber,Mailed check,0,0,2,0,0
C102879,Female,24,2,42.76,14.91,month-to-month,Fiber,Electronic check,0,1,3,1,1
C102880,Male,42,9,52.52,516.79,month-to-month,Fiber,Mailed check,0,1,2,1,1
C102881,Male,22,28,15.0,392.96,two years,DSL,Credit card,1,0,0,0,0
C102882,Female,80,18,42.23,737.59,month-to-month,DSL,Electronic check,0,0,0,1,0
C102883,Male,30,41,41.35,1653.68,month-to-month,Fiber,Credit card,0,1,1,0,0
C102884,Male,72,14,28.98,409.72,month-to-month,None,Electronic check,0,0,2,1,0
C102885,Male,30,10,49.9,495.67,month-to-month,Fiber,Electronic check,1,0,1,0,1
C102886,Female,39,28,24.09,604.86,one year,DSL,Electronic check,0,0,0,0,0
C102887,Male,58,16,52.95,757.69,month-to-month,Fiber,Bank transfer,0,0,3,0,1
C102888,Male,73,12,45.31,533.59,month-to-month,Fiber,Electronic check,0,1,4,0,1
C102889,Male,29,61,53.93,3330.16,month-to-month,Fiber,Credit card,1,1,1,1,0
C102890,Male,32,41,49.29,2056.83,one year,Fiber,Electronic check,0,0,1,1,1
C102891,Female,77,6,15.06,140.39,one year,None,Bank transfer,1,0,1,0,0
C102892,Male,39,40,26.25,1040.12,one year,DSL,Electronic check,0,0,0,0,0
C102893,Female,32,10,59.65,578.8,month-to-month,Fiber,Electronic check,1,0,2,0,0
C102894,Male,67,16,53.26,846.54,month-to-month,Fiber,Bank transfer,1,1,3,1,0
C102895,Female,24,17,41.09,738.74,one year,Fiber,Electronic check,1,1,3,1,0
C102896,Female,76,4,28.75,195.64,one year,DSL,Electronic check,1,0,1,0,0
C102897,Female,76,11,47.31,497.4,month-to-month,Fiber,Bank transfer,0,0,2,0,0
C102898,Female,75,2,16.34,19.39,two years,DSL,Bank transfer,1,0,2,1,0
C102899,Male,37,8,52.56,422.05,month-to-month,Fiber,Bank transfer,0,0,3,0,1
C102900,Female,25,5,44.95,211.5,month-to-month,Fiber,Electronic check,1,0,2,1,1
C102901,Female,46,7,20.23,112.59,two years,DSL,Electronic check,0,0,0,0,0
C102902,Female,40,4,23.37,87.19,month-to-month,None,Electronic check,0,1,2,0,1
C102903,Female,82,8,19.55,116.86,two years,None,Electronic check,0,0,2,0,1
C102904,Female,60,15,48.19,759.15,one year,Fiber,Electronic check,1,0,1,1,0
C102905,Female,81,34,15.0,583.69,two years,None,Electronic check,1,1,0,0,0
C102906,Female,68,11,15.0,150.8,month-to-month,None,Electronic check,1,0,2,0,1
C102907,Female,65,16,33.63,621.26,one year,DSL,Mailed check,0,1,2,1,0
C102908,Male,25,1,41.83,36.43,one year,Fiber,Electronic check,0,0,4,0,0
C102909,Male,22,12,42.42,474.14,month-to-month,Fiber,Electronic check,1,0,1,0,1
C102910,Male,21,11,44.98,529.05,month-to-month,Fiber,Electronic check,1,1,2,0,0
C102911,Male,57,14,23.97,289.38,month-to-month,None,Electronic check,0,0,1,1,0
C102912,Male,31,3,50.56,182.89,month-to-month,Fiber,Credit card,1,1,2,1,0
C102913,Male,84,11,23.24,268.3,two years,DSL,Electronic check,1,0,1,1,1
C102914,Male,26,27,49.83,1325.36,month-to-month,Fiber,Electronic check,1,1,3,1,0
C102915,Male,81,11,39.49,408.87,one year,Fiber,Credit card,1,0,2,0,0
C102916,Female,62,24,41.06,941.89,month-to-month,Fiber,Electronic check,1,0,2,0,1
C102917,Female,25,10,25.83,309.85,month-to-month,DSL,Electronic check,1,0,1,0,0
C102918,Female,21,2,20.61,30.08,two years,DSL,Bank transfer,1,0,2,0,0
C102919,Male,44,0,44.08,15.56,month-to-month,Fiber,Bank transfer,0,1,2,0,1
C102920,Male,40,13,34.91,453.34,month-to-month,DSL,Credit card,1,0,1,1,0
C102921,Female,39,10,45.0,439.39,month-to-month,Fiber,Credit card,1,0,1,0,1
C102922,Male,53,7,21.74,168.5,month-to-month,DSL,Bank transfer,1,0,2,0,0
C102923,Female,26,10,50.0,525.63,month-to-month,Fiber,Electronic check,1,1,2,0,1
C102924,Male,26,23,28.8,669.41,one year,DSL,Mailed check,0,1,0,1,0
C102925,Male,64,10,37.46,365.18,month-to-month,DSL,Electronic check,0,0,0,0,1
C102926,Female,84,17,36.94,573.66,one year,Fiber,Mailed check,1,0,2,0,1
C102927,Male,36,39,32.12,1222.44,one year,DSL,Credit card,1,0,0,0,1
C102928,Male,80,24,30.93,726.94,month-to-month,DSL,Electronic check,1,0,0,1,0
C102929,Female,41,7,46.89,329.07,month-to-month,Fiber,Credit card,1,0,2,0,1
C102930,Male,40,8,33.4,180.28,month-to-month,DSL,Mailed check,1,0,1,1,0
C102931,Female,24,13,31.78,444.07,one year,DSL,Electronic check,0,0,2,0,1
C102932,Male,46,23,41.6,972.96,month-to-month,Fiber,Credit card,1,1,3,1,0
C102933,Male,51,17,47.85,784.27,month-to-month,Fiber,Mailed check,0,1,3,1,1
C102934,Female,62,33,47.28,1514.31,month-to-month,Fiber,Electronic check,1,1,3,0,0
C102935,Male,28,35,23.13,775.22,month-to-month,None,Mailed check,0,1,1,0,1
C102936,Female,30,9,52.3,404.52,one year,Fiber,Electronic check,0,1,2,1,0
C102937,Female,46,19,50.37,940.01,month-to-month,Fiber,Electronic check,0,1,3,1,1
C102938,Female,22,13,18.54,232.03,month-to-month,None,Bank transfer,0,1,2,0,0
C102939,Male,27,5,52.23,307.06,month-to-month,Fiber,Credit card,1,0,3,1,1
C102940,Female,60,67,43.83,2960.17,one year,Fiber,Bank transfer,0,0,1,1,0
C102941,Female,81,11,34.15,438.03,one year,Fiber,Credit card,1,0,2,0,1
C102942,Female,56,9,52.59,478.88,month-to-month,Fiber,Credit card,0,1,2,1,0
C102943,Male,27,5,24.93,79.09,month-to-month,None,Electronic check,0,1,1,1,0
C102944,Female,84,6,30.37,269.25,one year,DSL,Credit card,0,0,1,0,0
C102945,Male,52,7,15.0,89.07,month-to-month,None,Credit card,1,1,1,0,0
C102946,Female,66,14,53.04,665.22,month-to-month,Fiber,Electronic check,1,0,3,0,1
C102947,Male,31,28,57.66,1625.6,month-to-month,Fiber,Electronic check,1,0,2,1,1
C102948,Female,56,1,62.65,0.0,month-to-month,Fiber,Bank transfer,0,1,4,1,1
C102949,Female,23,13,32.39,416.9,month-to-month,DSL,Credit card,0,0,0,0,0
C102950,Male,59,5,34.92,150.83,month-to-month,DSL,Credit card,1,0,1,0,0
C102951,Female,31,4,15.04,86.33,month-to-month,None,Mailed check,1,0,2,1,0
C102952,Female,78,62,44.38,2799.42,month-to-month,Fiber,Credit card,0,0,1,1,0
C102953,Male,21,13,24.94,307.94,month-to-month,None,Mailed check,1,0,0,1,0
C102954,Male,61,12,19.82,218.04,month-to-month,DSL,Credit card,1,1,0,1,1
C102955,Female,27,29,30.78,930.43,month-to-month,DSL,Bank transfer,0,1,0,1,0
C102956,Male,64,14,32.15,411.8,one year,DSL,Credit card,1,0,0,0,0
C102957,Male,51,7,28.56,203.16,one year,DSL,Credit card,0,0,2,1,0
C102958,Female,82,11,43.53,505.91,two years,Fiber,Electronic check,0,1,1,1,0
C102959,Male,61,14,19.75,237.01,month-to-month,None,Credit card,1,1,0,0,1
C102960,Female,42,11,17.95,182.42,month-to-month,None,Bank transfer,0,1,2,0,0
C102961,Male,23,9,60.77,552.01,month-to-month,Fiber,Electronic check,0,1,1,0,0
C102962,Female,57,13,26.17,406.72,two years,DSL,Electronic check,0,0,0,1,0
C102963,Male,47,11,54.23,536.07,month-to-month,Fiber,Bank transfer,0,1,2,0,0
C102964,Female,21,32,50.14,1597.0,month-to-month,Fiber,Electronic check,1,1,2,1,0
C102965,Female,56,7,42.08,362.24,one year,Fiber,Electronic check,1,0,1,0,0
C102966,Male,32,16,55.4,934.94,month-to-month,Fiber,Bank transfer,1,1,3,0,1
C102967,Male,33,12,28.47,327.81,month-to-month,DSL,Electronic check,1,1,1,0,1
C102968,Female,18,5,30.39,148.4,month-to-month,DSL,Electronic check,1,0,1,1,0
C102969,Female,42,4,18.08,95.29,one year,None,Credit card,1,1,1,1,0
C102970,Female,32,2,46.05,116.1,one year,Fiber,Electronic check,1,0,2,0,0
C102971,Male,22,15,27.75,485.16,month-to-month,None,Bank transfer,0,0,0,1,0
C102972,Female,47,6,18.4,166.97,one year,DSL,Electronic check,1,0,2,1,0
C102973,Female,32,10,50.34,434.25,month-to-month,Fiber,Credit card,1,1,1,1,1
C102974,Male,26,7,40.69,205.08,month-to-month,DSL,Electronic check,0,0,0,1,1
C102975,Male,49,2,15.0,2.82,two years,None,Credit card,1,0,2,1,0
C102976,Male,22,9,24.01,123.51,one year,DSL,Bank transfer,1,1,0,0,1
C102977,Female,84,3,43.99,197.6,two years,Fiber,Credit card,0,0,3,1,1
C102978,Male,49,7,24.76,98.53,one year,DSL,Mailed check,1,0,1,1,0
C102979,Male,84,10,37.33,358.36,month-to-month,DSL,Mailed check,0,1,0,1,1
C102980,Female,77,30,34.11,979.63,month-to-month,DSL,Electronic check,0,0,0,1,0
C102981,Male,83,3,45.67,57.65,month-to-month,Fiber,Mailed check,0,1,3,0,1
C102982,Female,54,12,21.19,313.34,month-to-month,None,Mailed check,1,0,1,1,0
C102983,Female,46,10,22.09,192.09,month-to-month,None,Bank transfer,1,1,0,1,1
C102984,Female,66,22,52.34,1246.84,month-to-month,Fiber,Electronic check,1,0,2,1,1
C102985,Female,23,5,51.59,328.24,month-to-month,Fiber,Mailed check,1,0,4,0,0
C102986,Female,74,10,47.82,478.08,one year,Fiber,Mailed check,0,0,2,1,0
C102987,Female,39,17,32.1,440.86,month-to-month,DSL,Bank transfer,1,1,2,0,0
C102988,Female,18,9,16.39,130.54,month-to-month,None,Bank transfer,0,1,1,0,0
C102989,Male,33,21,42.72,1011.37,one year,Fiber,Electronic check,0,1,1,1,1
C102990,Male,34,1,43.73,65.14,one year,Fiber,Mailed check,0,1,2,0,0
C102991,Female,18,6,30.48,174.5,month-to-month,DSL,Electronic check,0,0,0,0,1
C102992,Male,62,4,23.75,64.41,one year,DSL,Bank transfer,1,0,1,1,0
C102993,Female,24,16,50.51,852.59,one year,Fiber,Credit card,1,1,4,1,0
C102994,Female,74,7,15.0,123.49,two years,None,Electronic check,0,0,3,0,0
C102995,Female,48,13,41.33,551.44,month-to-month,Fiber,Electronic check,0,0,2,1,1
C102996,Male,66,6,59.83,415.81,month-to-month,Fiber,Bank transfer,0,1,2,1,0
C102997,Male,40,12,40.91,545.07,one year,Fiber,Credit card,0,0,1,1,1
C102998,Male,26,6,55.5,354.87,month-to-month,Fiber,Electronic check,1,1,4,0,1
C102999,Female,30,15,28.04,341.3,one year,DSL,Electronic check,1,1,2,1,0
C103000,Female,61,7,21.09,98.51,one year,DSL,Electronic check,1,1,1,0,0
C103001,Female,65,5,44.34,190.85,one year,Fiber,Bank transfer,1,0,2,1,0
C103002,Female,35,8,18.59,146.86,two years,DSL,Electronic check,1,1,3,0,0
C103003,Female,41,72,31.78,2363.25,month-to-month,DSL,Credit card,1,0,0,0,0
C103004,Female,81,28,36.16,1115.19,two years,Fiber,Bank transfer,0,1,3,0,0
C103005,Male,75,4,24.12,116.05,one year,DSL,Credit card,0,0,1,0,0
C103006,Female,45,4,19.81,106.77,month-to-month,None,Credit card,1,0,2,0,1
C103007,Male,34,28,20.51,498.69,one year,None,Mailed check,1,1,1,1,0
C103008,Female,38,10,15.0,128.86,one year,None,Bank transfer,0,0,1,0,1
C103009,Female,54,16,15.0,212.34,two years,None,Bank transfer,1,0,0,0,0
C103010,Male,55,7,27.28,159.1,month-to-month,DSL,Credit card,1,0,2,1,0
C103011,Female,30,3,51.84,184.49,month-to-month,Fiber,Mailed check,1,0,4,0,1
C103012,Male,22,4,36.14,122.02,one year,Fiber,Electronic check,0,0,3,1,1
C103013,Female,51,42,35.99,1416.68,month-to-month,DSL,Credit card,0,0,1,1,0
C103014,Male,71,13,15.1,238.41,one year,None,Electronic check,0,0,2,1,1
C103015,Male,28,9,32.17,349.67,month-to-month,DSL,Credit card,0,0,1,0,1
C103016,Female,45,15,51.1,780.85,month-to-month,Fiber,Electronic check,1,1,1,1,1
C103017,Male,28,17,46.66,784.86,month-to-month,Fiber,Mailed check,0,0,5,1,0
C103018,Female,34,16,15.0,195.03,one year,None,Credit card,1,0,3,1,1
C103019,Female,59,9,46.5,376.61,month-to-month,Fiber,Bank transfer,1,1,1,0,0
C103020,Male,37,60,37.47,2301.74,one year,Fiber,Bank transfer,1,1,2,1,0
C103021,Male,35,5,26.74,96.29,one year,DSL,Electronic check,1,1,2,0,1
C103022,Male,84,28,44.19,1337.85,one year,Fiber,Electronic check,0,0,2,1,0
C103023,Male,29,10,42.33,470.76,month-to-month,Fiber,Electronic check,1,1,4,1,1
C103024,Male,30,12,46.92,579.99,month-to-month,Fiber,Bank transfer,0,0,2,0,1
C103025,Female,80,13,48.26,763.12,one year,Fiber,Electronic check,1,1,2,0,1
C103026,Male,54,2,36.47,136.72,month-to-month,DSL,Electronic check,1,1,1,0,1
C103027,Female,20,6,23.58,119.96,month-to-month,DSL,Electronic check,0,0,1,1,0
C103028,Male,46,12,20.81,198.5,two years,None,Credit card,0,1,2,1,0
C103029,Female,55,22,25.2,533.26,month-to-month,DSL,Credit card,0,0,1,0,0
C103030,Female,34,12,41.48,492.58,month-to-month,Fiber,Electronic check,0,0,2,0,1
C103031,Male,54,33,48.79,1572.06,two years,Fiber,Credit card,0,1,2,0,0
C103032,Female,61,9,15.0,78.78,month-to-month,None,Mailed check,1,1,0,0,0
C103033,Male,34,5,37.62,199.87,month-to-month,DSL,Electronic check,1,0,2,1,1
C103034,Male,72,24,26.68,684.62,month-to-month,DSL,Electronic check,0,1,1,1,1
C103035,Female,48,1,15.0,107.89,one year,None,Credit card,0,1,1,0,0
C103036,Female,82,22,33.47,740.27,two years,Fiber,Electronic check,0,1,3,1,0
C103037,Male,23,4,51.39,235.67,one year,Fiber,Electronic check,0,0,3,1,1
C103038,Male,39,11,45.7,410.14,two years,Fiber,Credit card,0,1,2,0,0
C103039,Male,66,5,46.7,276.42,month-to-month,Fiber,Bank transfer,1,1,2,0,1
C103040,Male,77,5,15.0,24.56,one year,None,Bank transfer,0,0,2,1,1
C103041,Male,32,37,53.31,1987.73,month-to-month,Fiber,Bank transfer,1,0,1,1,1
C103042,Male,83,18,15.0,267.84,two years,None,Bank transfer,0,1,1,0,1
C103043,Female,30,6,16.82,88.83,two years,None,Electronic check,1,0,4,1,0
C103044,Male,45,7,49.47,272.11,month-to-month,Fiber,Bank transfer,0,0,2,0,1
C103045,Female,39,8,42.4,301.37,one year,Fiber,Electronic check,0,1,3,1,1
C103046,Female,46,7,37.09,211.87,one year,Fiber,Electronic check,1,0,2,1,1
C103047,Female,78,27,15.0,375.3,month-to-month,None,Credit card,1,0,0,0,0
C103048,Male,67,12,47.94,634.43,one year,Fiber,Electronic check,1,0,2,1,0
C103049,Female,71,17,21.18,342.38,two years,DSL,Electronic check,0,0,1,1,0
C103050,Female,35,32,24.08,736.87,month-to-month,None,Electronic check,1,1,4,0,1
C103051,Male,81,16,47.19,787.45,month-to-month,Fiber,Credit card,1,0,3,1,1
C103052,Female,47,60,15.0,916.33,two years,None,Credit card,0,0,0,0,0
C103053,Male,61,10,47.52,576.8,month-to-month,Fiber,Electronic check,1,0,1,1,1
C103054,Female,64,13,60.19,833.02,month-to-month,Fiber,Electronic check,0,0,1,0,0
C103055,Male,62,8,40.18,221.96,one year,Fiber,Bank transfer,0,1,1,1,0
C103056,Female,58,14,44.82,667.71,one year,Fiber,Bank transfer,0,0,2,0,1
C103057,Male,50,7,17.93,159.83,month-to-month,DSL,Electronic check,0,1,5,0,0
C103058,Male,61,4,47.4,272.58,month-to-month,Fiber,Electronic check,1,1,3,1,0
C103059,Male,78,4,42.93,161.8,one year,Fiber,Bank transfer,0,1,2,0,0
C103060,Male,44,6,21.66,184.77,month-to-month,None,Electronic check,0,0,1,1,1
C103061,Male,52,11,23.41,239.78,one year,DSL,Bank transfer,0,1,1,1,0
C103062,Male,30,16,15.0,254.52,two years,DSL,Electronic check,1,0,1,0,0
C103063,Male,41,8,46.68,320.7,month-to-month,Fiber,Credit card,1,1,2,1,0
C103064,Female,69,7,18.98,64.14,two years,DSL,Bank transfer,0,1,2,0,0
C103065,Female,60,24,20.02,523.94,one year,DSL,Bank transfer,0,0,1,1,0
C103066,Female,32,33,35.75,1179.79,two years,Fiber,Bank transfer,1,0,2,1,0
C103067,Female,54,11,55.03,541.25,month-to-month,Fiber,Electronic check,0,1,1,1,1
C103068,Male,72,8,46.88,415.73,month-to-month,Fiber,Electronic check,0,0,1,0,0
C103069,Male,26,1,47.2,0.0,one year,Fiber,Mailed check,1,1,4,0,1
C103070,Male,22,6,15.0,49.51,two years,None,Credit card,1,0,0,0,0
C103071,Male,44,4,33.85,52.36,two years,Fiber,Credit card,1,0,3,1,1
C103072,Male,61,11,48.34,591.65,month-to-month,Fiber,Electronic check,0,1,1,1,1
C103073,Female,38,2,31.45,41.23,month-to-month,DSL,Credit card,1,1,2,0,0
C103074,Female,73,7,28.68,204.73,month-to-month,None,Electronic check,0,1,1,0,1
C103075,Female,74,20,15.0,315.21,one year,None,Electronic check,1,1,0,1,0
C103076,Male,53,18,24.57,482.76,one year,DSL,Electronic check,0,1,4,0,1
C103077,Female,43,8,49.55,431.13,one year,Fiber,Credit card,0,0,2,0,1
C103078,Male,20,6,56.3,377.88,month-to-month,Fiber,Mailed check,1,0,2,0,1
C103079,Male,73,7,36.76,244.01,two years,Fiber,Mailed check,0,1,3,0,0
C103080,Male,77,10,49.22,534.87,month-to-month,Fiber,Bank transfer,1,1,2,0,0
C103081,Female,47,13,35.56,429.55,month-to-month,DSL,Electronic check,1,0,3,1,1
C103082,Male,52,2,52.56,85.01,month-to-month,Fiber,Electronic check,0,0,2,1,1
C103083,Male,68,9,25.17,149.67,month-to-month,None,Electronic check,1,0,1,0,0
C103084,Male,64,27,30.86,916.96,one year,DSL,Electronic check,0,1,4,1,0
C103085,Male,27,36,27.77,949.99,one year,DSL,Mailed check,0,0,0,0,0
C103086,Male,63,38,30.72,1237.81,month-to-month,DSL,Electronic check,0,1,2,1,1
C103087,Male,79,5,16.65,110.09,month-to-month,None,Credit card,1,1,1,1,0
C103088,Male,68,35,28.78,1017.23,month-to-month,DSL,Credit card,1,0,2,0,1
C103089,Male,50,20,24.11,500.56,one year,DSL,Credit card,1,0,3,0,1
C103090,Male,53,17,55.99,898.65,month-to-month,Fiber,Electronic check,1,0,1,1,1
C103091,Male,35,10,50.88,589.1,month-to-month,Fiber,Mailed check,0,0,4,1,0
C103092,Female,62,3,50.93,134.7,month-to-month,Fiber,Electronic check,1,1,4,1,1
C103093,Male,34,10,15.0,200.65,one year,None,Electronic check,1,0,2,0,0
C103094,Female,40,5,36.02,152.95,month-to-month,DSL,Bank transfer,0,1,2,0,1
C103095,Female,35,2,46.16,20.76,month-to-month,Fiber,Electronic check,0,0,3,0,0
C103096,Male,40,30,48.58,1556.46,month-to-month,Fiber,Bank transfer,0,0,2,0,0
C103097,Male,42,6,36.55,189.11,month-to-month,DSL,Credit card,1,1,1,0,1
C103098,Male,23,30,24.43,756.08,month-to-month,None,Electronic check,1,0,0,0,1
C103099,Male,66,2,45.75,0.0,month-to-month,Fiber,Credit card,0,0,3,0,1
C103100,Male,47,5,19.61,94.48,one year,DSL,Electronic check,0,0,1,1,0
C103101,Male,81,4,28.98,146.13,month-to-month,DSL,Credit card,1,0,1,0,0
C103102,Male,30,10,27.12,278.31,month-to-month,DSL,Bank transfer,1,1,1,1,0
C103103,Male,62,26,15.0,385.1,two years,None,Electronic check,1,0,2,0,0
C103104,Female,30,28,26.23,723.99,month-to-month,DSL,Electronic check,1,0,0,0,1
C103105,Male,54,11,15.0,208.53,month-to-month,None,Electronic check,0,0,1,0,1
C103106,Female,50,18,34.52,556.67,month-to-month,DSL,Credit card,1,0,0,0,0
